plad_id,leader,country,gid_0,gid_2,gid_2_sj,latitude,longitude,geo_precision
SIE_2007_1,Bai Koroma,Sierra Leone,SLE,SLE.2.1_1,SLE.2.1_1,8.871975,-12.037556,1
SAL_1989_1,Cristiani,El Salvador,SLV,SLV.10.16_1,SLV.10.16_1,13.68935,-89.18718,1
SAL_1994_1,Calderon Sol,El Salvador,SLV,SLV.10.16_1,SLV.10.16_1,13.68935,-89.18718,1
SAL_1999_1,Flores,El Salvador,SLV,SLV.12.12_1,SLV.12.12_1,13.99417,-89.55972,1
SAL_2004_1,Saca GonzÃ¡lez,El Salvador,SLV,SLV.14.19_1,SLV.14.19_1,13.40742,-88.41065,1
SAL_2009_1,Funes,El Salvador,SLV,SLV.10.16_1,SLV.10.16_1,13.68935,-89.18718,1
SAL_2014_1,Sanchez Ceren,El Salvador,SLV,SLV.5.13_1,SLV.5.13_1,13.91667,-89.25,1
SOM_2012_1,Hassan Sheikh Mohamud,Somalia,SOM,SOM.8.3_1,SOM.8.3_1,3.385083,45.59599,1
YUG_1989_1,Milosevic,Yugoslavia,SRB,SRB.2.5_1,SRB.2.5_1,44.62133,21.18782,1
YUG_2000_1,Kostunica,Yugoslavia,SRB,.,SRB.3.8_1,44.80401,20.46513,4
SER_2006_1,Kostunica,Serbia,SRB,.,SRB.3.8_1,44.80401,20.46513,4
SER_2008_1,Cvetkovic,Serbia,SRB,SRB.23.4_1,SRB.23.4_1,43.90358,22.26405,1
SER_2014_1,Vucic,Serbia,SRB,.,SRB.3.8_1,44.80401,20.46513,4
SSD_2011_1,Salva Kiir,South Sudan,SSD,.,SSD.8.1_1,8.53324,28.10037,4
SUR_1988_1,Shankar,Suriname,SUR,SUR.7.7_1,SUR.7.7_1,5.852038,-55.20383,1
SUR_1990_1,Graanoogst,Suriname,SUR,SUR.7.7_1,SUR.7.7_1,5.852038,-55.20383,1
SUR_1990_2,Kraag,Suriname,SUR,SUR.3.3_1,SUR.3.3_1,5.85487,-56.26051,1
SUR_1991_1,Venetiaan,Suriname,SUR,SUR.7.7_1,SUR.7.7_1,5.852036,-55.203827,1
SUR_1996_1,Wijdenbosch,Suriname,SUR,SUR.7.7_1,SUR.7.7_1,5.852038,-55.20383,1
SUR_2000_1,Venetiaan,Suriname,SUR,SUR.7.7_1,SUR.7.7_1,5.852036,-55.203827,1
SUR_2010_1,Bouterse,Suriname,SUR,SUR.10.2_1,SUR.10.2_1,5.688829,-55.087933,1
SLO_1993_1,Meciar,Slovakia,SVK,SVK.1.13_1,SVK.1.13_1,48.57442,19.15324,1
SLO_1994_1,Moravcik,Slovakia,SVK,SVK.1.13_1,SVK.1.13_1,48.60039,19.28843,1
SLO_1994_2,Meciar,Slovakia,SVK,SVK.1.13_1,SVK.1.13_1,48.57442,19.15324,1
SLO_1998_1,Dzurinda,Slovakia,SVK,SVK.5.4_1,SVK.5.4_1,49.0012,20.46707,1
SLO_2006_1,Robert Fico,Slovakia,SVK,SVK.4.6_1,SVK.4.6_1,48.56361,18.16712,1
SLO_2010_1,Radicova,Slovakia,SVK,SVK.2.1_1,SVK.2.1_1,48.14816,17.10674,1
SLO_2012_1,Robert Fico,Slovakia,SVK,SVK.4.6_1,SVK.4.6_1,48.56361,18.16712,1
SLO_2023_2,Robert Fico,Slovakia,SVK,SVK.4.6_1,SVK.4.6_1,48.56361,18.16712,1
SLV_1990_1,Kucan,Slovenia,SVN,SVN.9.6_1,SVN.9.6_1,46.78889,16.24694,1
SLV_1991_1,Peterle,Slovenia,SVN,SVN.3.15_1,SVN.3.15_1,45.91287,15.20019,1
SLV_1992_1,Drnovsek,Slovenia,SVN,SVN.10.3_1,SVN.10.3_1,46.23092,15.26044,1
SLV_2000_1,Bajuk,Slovenia,SVN,SVN.7.14_1,SVN.7.14_1,46.05108,14.50513,1
SLV_2000_2,Drnovsek,Slovenia,SVN,SVN.10.3_1,SVN.10.3_1,46.23092,15.26044,1
SLV_2002_1,Anton Rop,Slovenia,SVN,SVN.7.14_1,SVN.7.14_1,46.05108,14.50513,1
SLV_2004_1,Janez Jansa,Slovenia,SVN,SVN.7.7_1,SVN.7.7_1,45.95556,14.65889,1
SLV_2008_1,Borut Pahor,Slovenia,SVN,SVN.5.6_1,SVN.5.6_1,45.77435,14.21528,1
SLV_2012_1,Janez Jansa,Slovenia,SVN,SVN.7.7_1,SVN.7.7_1,45.95556,14.65889,1
SLV_2013_1,Bratusek,Slovenia,SVN,SVN.10.3_1,SVN.10.3_1,46.23092,15.26044,1
SLV_2014_1,Cerar,Slovenia,SVN,SVN.7.14_1,SVN.7.14_1,46.05108,14.50513,1
SWD_1986_1,Carlsson,Sweden,SWE,SWE.21.6_1,SWE.21.6_1,57.72101,12.9401,1
SWD_1991_1,Bildt,Sweden,SWE,SWE.5.2_1,SWE.5.2_1,56.67446,12.85676,1
SWD_1994_1,Carlsson,Sweden,SWE,SWE.21.6_1,SWE.21.6_1,57.72101,12.9401,1
SWD_1996_1,Persson,Sweden,SWE,SWE.14.9_1,SWE.14.9_1,59.0433,15.87374,1
SWD_2006_1,Reinfeldt,Sweden,SWE,SWE.15.18_1,SWE.15.18_1,59.32938,18.06871,1
SWD_2014_1,Stefan L<U+FFFD>fven,Sweden,SWE,SWE.15.18_1,SWE.15.18_1,59.32938,18.06871,1
SWA_1986_1,Mswati,Eswatini,SWZ,SWZ.3.10_1,SWZ.3.10_1,-26.5082,31.371317,1
SYR_1971_1,Al-Assad H.,Syria,SYR,SYR.11.4_1,SYR.11.4_1,35.45738,36.05944,1
SYR_2000_1,Bashar al-Assad,Syria,SYR,SYR.13.6_1,SYR.13.6_1,33.5102,36.276527,1
CHA_1982_1,Habre,Chad,TCD,TCD.3.1_1,TCD.3.1_1,17.9257,19.10428,1
CHA_1990_1,Deby,Chad,TCD,TCD.5.1_1,TCD.5.1_1,16.03225,22.88586,1
TOG_1967_2,Eyadema,Togo,TGO,TGO.2.6_1,TGO.2.6_1,9.67124,1.1401,1
TOG_2005_1,Faure Gnassingbe,Togo,TGO,TGO.3.2_1,TGO.3.5_2,6.218,1.44779,1
TOG_2005_2,Bonfoh,Togo,TGO,TGO.2.2_1,TGO.2.2_1,9.457999,0.812737,1
TOG_2005_3,Faure Gnassingbe,Togo,TGO,TGO.3.2_1,TGO.3.5_2,6.218,1.44779,1
THI_1988_1,Choonhavan,Thailand,THA,THA.3.34_1,THA.3.34_1,13.751495,100.51085,1
THI_1991_1,Panyarachun,Thailand,THA,.,THA.3.33_1,13.75398,100.50144,4
THI_1992_1,Kraprayoon,Thailand,THA,THA.3.11_1,THA.3.11_1,13.76551,100.46988,1
THI_1992_2,Panyarachun,Thailand,THA,.,THA.3.33_1,13.75398,100.50144,4
THI_1992_3,Leekpai,Thailand,THA,THA.70.4_1,THA.70.4_1,7.60944,99.61772,3
THI_1995_1,Silpa-Archa,Thailand,THA,.,THA.66.5_1,14.474489,100.117714,4
THI_1996_1,Chavalit Yongchaiyudh,Thailand,THA,THA.36.4_1,THA.36.4_1,13.862106,100.51437,1
THI_1997_1,Leekpai,Thailand,THA,THA.70.4_1,THA.70.4_1,7.60944,99.61772,3
THI_2001_1,Thaksin Shinawatra,Thailand,THA,THA.10.20_1,THA.10.20_1,18.748655,99.167755,3
THI_2006_1,Chulanont,Thailand,THA,.,THA.49.3_1,14.0478,101.3725,4
THI_2008_1,Sundaravej,Thailand,THA,.,THA.3.33_1,13.75398,100.50144,4
THI_2008_2,Wongsawat,Thailand,THA,THA.31.4_1,THA.31.4_1,8.434011,99.52285,3
THI_2008_3,Chanweerakul,Thailand,THA,.,THA.3.33_1,13.75398,100.50144,4
THI_2011_1,Yingluck Shinawatra,Thailand,THA,THA.10.20_1,THA.10.20_1,18.748655,99.167755,3
THI_2014_1,Niwattumrong Boonsongpaisan,Thailand,THA,.,THA.3.33_1,13.75398,100.50144,4
THI_2014_2,Prayuth Chan-ocha,Thailand,THA,.,THA.29.20_1,14.97,102.10196,4
TAJ_1991_1,Kadreddin Aslonov,Tajikistan,TJK,TJK.5.5_1,TJK.5.5_1,39.02871,70.37446,3
TAJ_1991_2,Nabiyev,Tajikistan,TJK,TJK.4.3_1,TJK.4.3_1,40.28256,69.62216,1
TAJ_1992_1,Iskandrov,Tajikistan,TJK,TJK.2.1_1,TJK.2.1_1,38.47698,70.88929,1
TAJ_1992_2,Emomali Rahmon,Tajikistan,TJK,TJK.3.10_1,TJK.3.10_1,37.9274,69.80018,1
TKM_1990_1,Niyazov,Turkmenistan,TKM,.,TKM.2.3_1,38.017445,58.25267,1
TKM_2006_1,Gurbanguly Berdymukhammedov,Turkmenistan,TKM,.,TKM.1.4_1,38.098522,58.11243,1
ETM_2002_1,Gusmao,East Timor,TLS,TLS.11.5_1,TLS.11.5_1,-8.51139,126.01306,1
ETM_2007_1,Ramos-Horta,East Timor,TLS,TLS.7.2_1,TLS.7.2_1,-8.55861,125.57361,1
ETM_2008_1,Fernando de AraÃºjo,East Timor,TLS,TLS.2.1_1,TLS.2.1_1,-8.96528,125.50944,1
ETM_2008_2,Ramos-Horta,East Timor,TLS,TLS.7.2_1,TLS.7.2_1,-8.56,125.57361,1
ETM_2012_1,Ruak,East Timor,TLS,TLS.4.1_1,TLS.4.1_1,-8.6445,126.61453,1
TRI_1986_1,Robinson,Trinidad and Tobago,TTO,.,TTO.14_1,11.187,-60.7302,1
TRI_1991_1,Manning,Trinidad and Tobago,TTO,.,TTO.10_1,10.3016,-61.449,1
TRI_1995_1,Panday,Trinidad and Tobago,TTO,.,TTO.9_1,10.2727,-61.3414,1
TRI_2001_1,Manning,Trinidad and Tobago,TTO,.,TTO.10_1,10.3016,-61.449,1
TRI_2010_1,Kamla Persad-Bissessar,Trinidad and Tobago,TTO,.,TTO.13_1,10.091,-61.5253,1
TRI_2015_1,Keith Rowley,Trinidad and Tobago,TTO,.,TTO.14_1,11.2206,-60.7127,1
TUN_1987_1,Zine Al-Abidine Ben Ali,Tunisia,TUN,TUN.20.15_1,TUN.20.15_1,35.8609,10.60313,1
TUN_2011_1,Ghannouchi,Tunisia,TUN,TUN.5.5_1,TUN.5.5_1,33.89152,9.79629,2
TUN_2011_2,Mebazaa,Tunisia,TUN,.,TUN.23.2_1,36.81897,10.16579,4
TUN_2011_3,Marzouki,Tunisia,TUN,TUN.16.6_1,TUN.16.6_1,36.60248,10.501491,1
TUN_2014_1,Caid Essebsi,Tunisia,TUN,TUN.23.5_1,TUN.23.5_1,36.8687,10.34174,1
TUR_1989_1,Akbulut,Turkey,TUR,TUR.30.5_1,TUR.30.5_1,39.73919,39.49015,1
TUR_1991_1,Yilmaz,Turkey,TUR,.,TUR.40.20_1,41.00824,28.97836,4
TUR_1991_2,Demirel,Turkey,TUR,TUR.39.2_1,TUR.39.2_1,37.974834,30.643,1
TUR_1993_1,Erdal Inonu,Turkey,TUR,.,TUR.7.7_1,39.92063,32.85403,4
TUR_1993_2,Ciller,Turkey,TUR,TUR.40.20_1,TUR.40.20_1,41.00824,28.97836,1
TUR_1996_1,Yilmaz,Turkey,TUR,.,TUR.40.20_1,41.00824,28.97836,4
TUR_1996_2,Erbakan,Turkey,TUR,TUR.70.7_1,TUR.70.7_1,42.02683,35.16253,1
TUR_1997_1,Yilmaz,Turkey,TUR,.,TUR.40.20_1,41.00824,28.97836,4
TUR_1999_1,Ecevit,Turkey,TUR,TUR.40.20_1,TUR.40.20_1,41.00824,28.97836,1
TUR_2002_1,Abdullah Gul,Turkey,TUR,.,TUR.47.8_1,38.73222,35.48528,4
TUR_2003_1,Erdogan,Turkey,TUR,TUR.40.13_1,TUR.40.13_1,41.03178,28.96842,1
TAW_1988_1,Lee Teng-Hui,Taiwan,TWN,TWN.3.1_1,TWN.3.1_1,25.259344,121.50243,1
TAW_2000_1,Chen Shui-bian,Taiwan,TWN,TWN.5.1_1,TWN.5.1_1,23.194878,120.35508,3
TAZ_1985_1,Mwinyi,Tanzania,TZA,.,TZA.20.4_1,-7.25,38.83333,4
TAZ_1995_1,Mkapa,Tanzania,TZA,TZA.15.2_1,TZA.15.2_1,-10.91667,38.9,1
TAZ_2005_1,Kikwete,Tanzania,TZA,TZA.20.1_1,TZA.20.1_1,-6.56667,38.3,1
TAZ_2015_1,John Magufuli,Tanzania,TZA,TZA.4.2_1,TZA.4.2_1,-2.63333,31.76667,1
UGA_1986_1,Museveni,Uganda,UGA,UGA.48.2_1,UGA.48.2_1,-0.935,30.28806,1
UKR_1990_1,Kravchuk,Ukraine,UKR,UKR.19.18_1,UKR.19.18_1,50.39,26.21,1
UKR_1994_1,Kuchma,Ukraine,UKR,UKR.2.16_1,UKR.2.16_1,52.00577,33.2615,1
UKR_2005_1,Yushchenko,Ukraine,UKR,UKR.21.11_1,UKR.21.11_1,50.90898,33.81373,1
UKR_2010_1,Yanukovych,Ukraine,UKR,UKR.6.11_1,UKR.6.11_1,48.23331,38.21137,1
UKR_2014_1,Oleksandr Turchynov,Ukraine,UKR,UKR.5.3_1,UKR.5.3_1,48.46664,35.04066,1
UKR_2014_2,Petro Poroshenko,Ukraine,UKR,UKR.17.8_1,UKR.17.8_1,45.67786,28.61811,1
URU_1985_1,Sanguinetti,Uruguay,URY,URY.10.1_1,URY.10.2_2,-34.90328,-56.18816,1
URU_1990_1,Lacalle de Herrera,Uruguay,URY,URY.10.1_1,URY.10.2_2,-34.90328,-56.18816,1
URU_1995_1,Sanguinetti,Uruguay,URY,URY.10.1_1,URY.10.2_2,-34.90328,-56.18816,1
URU_2000_1,Jorge Batlle,Uruguay,URY,URY.10.1_1,URY.10.2_2,-34.90328,-56.18816,1
URU_2005_1,Tabare Vazquez,Uruguay,URY,URY.10.1_1,URY.10.1_2,-34.86477,-56.23404,1
URU_2010_1,Jose Mujica,Uruguay,URY,URY.10.1_1,URY.10.2_2,-34.90328,-56.18816,1
URU_2015_1,Tabare Vazquez,Uruguay,URY,URY.10.1_1,URY.10.1_2,-34.86477,-56.23404,1
USA_1989_1,G.H.W. Bush,United States of America,USA,USA.22.11_1,USA.22.11_1,42.24954,-71.06616,1
USA_1993_1,Clinton,United States of America,USA,USA.4.29_1,USA.4.29_1,33.66706,-93.59157,1
USA_2001_1,G.W. Bush,United States of America,USA,USA.7.5_1,USA.7.5_1,41.30815,-72.92816,1
USA_2009_1,Obama,United States of America,USA,USA.12.2_1,USA.12.2_1,21.30694,-157.85834,1
UZB_1990_1,Karimov,Uzbekistan,UZB,UZB.10.12_1,UZB.10.12_1,39.62701,66.974976,1
VEN_1989_1,Andres Perez,Venezuela,VEN,VEN.21.14_1,VEN.21.14_1,7.698858,-72.36071,1
VEN_1993_1,Velasquez,Venezuela,VEN,VEN.21.3_1,VEN.21.3_1,8.038898,-72.25414,1
VEN_1994_1,Caldera Rodriguez,Venezuela,VEN,VEN.24.11_1,VEN.24.11_1,10.5,-68.63333,1
VEN_1999_1,Hugo Chavez,Venezuela,VEN,VEN.5.1_1,VEN.5.1_1,8.761016,-69.937164,1
VEN_2012_1,Maduro,Venezuela,VEN,VEN.11.1_1,VEN.11.1_1,10.480594,-66.9036,1
DRV_1986_2,Nguyen Van Linh,Vietnam,VNM,.,VNM.31.1_1,20.81667,106.05,4
DRV_1991_1,Do Muoi,Vietnam,VNM,VNM.27.28_1,VNM.27.28_1,20.934443,105.84623,1
DRV_1997_1,Phieu,Vietnam,VNM,VNM.57.13_1,VNM.57.13_1,19.4751,105.4329,1
DRV_2001_1,Nong Duc Manh,Vietnam,VNM,VNM.4.5_1,VNM.4.5_1,22.14066,106.11105,1
DRV_2011_1,Phu Trong,Vietnam,VNM,VNM.27.9_1,VNM.27.9_1,21.12453,105.82714,1
KOS_2008_1,Hashim Thaci,Kosovo,XKO,XKO.3.3_1,XKO.3.3_1,42.746666,20.78861,3
KOS_2014_1,Isa Mustafa,Kosovo,XKO,XKO.5.7_1,XKO.5.7_1,42.666668,21.166666,1
CYP_1988_1,Vassiliou,Cyprus,XNC,.,ZNC.1_1,35.12489,33.94135,4
CYP_1993_1,Clerides,Cyprus,XNC,.,ZNC.5_1,35.17531,33.3642,4
CYP_2003_1,Tassos Nikolaou Papadopoulos,Cyprus,XNC,.,ZNC.5_1,35.17531,33.3642,4
YEM_1978_1,Saleh al-Hashidi,Yemen,YEM,YEM.19.16_1,YEM.19.16_1,15.2252,44.3057,1
YEM_2012_1,Abd Rabbuh Mansur Hadi,Yemen,YEM,YEM.2.3_1,YEM.2.3_1,13.7136,46.0122,1
SAF_1989_3,deKlerk,South Africa,ZAF,ZAF.3.1_1,ZAF.3.1_1,-26.204103,28.047304,1
SAF_1994_1,Mandela,South Africa,ZAF,ZAF.1.8_1,ZAF.1.8_1,-31.940727,28.549156,1
SAF_1999_1,Mbeki,South Africa,ZAF,ZAF.1.5_1,ZAF.1.5_1,-31.668,27.717,1
SAF_2008_1,Motlanthe,South Africa,ZAF,ZAF.3.1_1,ZAF.3.1_1,-26.1039,28.0961,1
SAF_2009_1,Zuma,South Africa,ZAF,ZAF.4.10_1,ZAF.4.10_1,-28.62228,31.0894,1
ZAM_1964_1,Kaunda,Zambia,ZMB,ZMB.6.2_1,ZMB.6.2_2,-10.537149,32.072384,1
ZAM_1991_1,Chiluba,Zambia,ZMB,ZMB.2.4_1,ZMB.2.4_2,-12.823195,28.217573,1
ZAM_2002_1,Levy Mwanawasa,Zambia,ZMB,ZMB.2.9_1,ZMB.2.9_2,-12.55027,28.240967,1
ZAM_2011_1,Sata,Zambia,ZMB,ZMB.6.4_1,ZMB.6.7_2,-12.0289,31.34228,1
ZAM_2014_1,Scott,Zambia,ZMB,ZMB.9.6_1,ZMB.9.6_2,-17.84194,25.85425,1
ZAM_2015_1,Edgar Lungu,Zambia,ZMB,ZMB.2.10_1,ZMB.2.10_2,-12.95867,28.63659,1
ZIM_1980_1,Mugabe,Zimbabwe,ZWE,ZWE.6.6_1,ZWE.6.13_2,-17.73333,30.41667,1
